chrom	start	end	geneid	genename
chr1	29213603	29446558	EPB41	NM_001166005
chr1	29445941	29450415	TMEM200B	NM_001003682
chr1	29474256	29508412	SRSF4	NM_005626
chr1	29519169	29557446	MECR	NM_001349715
chr1	29563034	29653312	PTPRU	NM_001195001
chr1	29656132	29676626	LINC01756	NR_110758
chr1	30486799	30510459	LINC01648	NR_110790
chr1	31184124	31196432	MATN1	NM_002379
chr1	31191619	31199593	MATN1-AS1	NR_034182
chr1	31205316	31230621	LAPTM5	NM_006762
chr1	31212003	31212079	MIR4420	NR_039616
chr1	31297499	31307131	LINC01778	NR_146732
chr1	31342313	31381605	SDC3	NM_014654
chr1	31404353	31538564	PUM1	NM_014676
chr1	31408536	31408623	SNORD103A	NR_004054
chr1	31408536	31408623	SNORD103B	NR_033295
chr1	31441010	31441084	SNORD103C	NR_003066
chr1	31652592	31712734	NKAIN1	NM_024522
chr1	31732415	31769635	SNRNP40	NM_004814
chr1	31769829	31837800	ZCCHC17	NM_001282572
chr1	31838100	31846135	FABP3	NM_001320996
chr1	31882624	31907525	SERINC2	NM_001199038
chr1	31971839	31974167	LDC1P	NR_034112
chr1	31984036	31989846	LINC01226	NR_027085
chr1	32042086	32053287	TINAGL1	NM_001204414
chr1	32083301	32092919	HCRTR1	NM_001525
chr1	32095467	32110477	PEF1	NM_012392
chr1	32117865	32169618	COL16A1	NM_001856
chr1	32192718	32229941	ADGRB2	NM_001294336
chr1	32224261	32224336	MIR4254	NR_036216
chr1	32256023	32281652	SPOCD1	NM_001281988
chr1	32372022	32403969	PTP4A2	NM_001195100
chr1	32479469	32526451	KHDRBS1	NR_073499
chr1	32537632	32568467	TMEM39B	NM_001319677
chr1	32552550	32552608	MIR5585	NR_049850
chr1	32573657	32642164	KPNA6	NM_012316
chr1	32645276	32663886	TXLNA	NM_175852
chr1	32665987	32670991	CCDC28B	NM_024296
chr1	32671272	32674283	IQCC	NM_001160042
chr1	32674695	32681797	DCDC2B	NM_001099434
chr1	32680078	32687972	TMEM234	NR_133635
chr1	32687185	32697205	EIF3I	NM_003757
chr1	32697261	32707311	MTMR9LP	NR_026850
chr1	32712823	32714457	FAM167B	NM_032648
chr1	32716866	32751766	LCK	NM_001330468
chr1	32757684	32799227	HDAC1	NM_004964
chr1	32799440	32801834	MARCKSL1	NR_052852
chr1	32826871	32827844	FAM229A	NM_001167676
chr1	32828140	32829910	TSSK3	NM_052841
chr1	32830234	32860042	BSDC1	NM_001300958
chr1	32930673	32962286	ZBTB8B	NM_001145720
chr1	33005028	33071542	ZBTB8A	NR_111980
chr1	33086424	33116533	ZBTB8OS	NM_001366268
chr1	33116809	33151812	RBBP4	NM_005610
chr1	33145507	33168371	SYNC	NM_001161708
chr1	33207431	33240571	KIAA1522	NM_020888
chr1	33240840	33283633	YARS1	NM_003680
chr1	33283043	33324480	S100PBP	NM_001256121
chr1	33327869	33338085	FNDC5	NM_001171941
chr1	33352092	33360247	HPCA	NM_002143
chr1	33360196	33366990	TMEM54	NM_001329723
chr1	33402050	33430410	RNF19B	NM_001300826
chr1	33473541	33502484	AK2	NM_001319139
chr1	33546754	33589093	AZIN2	NM_001301824
chr1	33611000	33647644	TRIM62	NM_018207
chr1	33722093	33766320	ZNF362	NM_152493
chr1	33772367	33786699	A3GALT2	NM_001080438
chr1	33789224	33841194	PHC2	NM_001330488
chr1	33797994	33798093	MIR3605	NR_037400
chr1	33815953	33828846	PHC2-AS1	NR_125978
chr1	33938246	33962107	ZSCAN20	NM_145238
chr1	33979599	34631443	CSMD2	NM_052896
chr1	34326076	34330392	HMGB4	NM_145205
chr1	34334557	34351059	CSMD2-AS1	NR_038372
chr1	34632594	34684731	C1orf94	NM_032884
chr1	35135200	35135295	MIR552	NR_030278
chr1	35220648	35224113	GJB5	NM_005268
chr1	35225341	35227928	GJB4	NM_153212
chr1	35246815	35251965	GJB3	NM_024009
chr1	35258600	35261348	GJA4	NM_002060
chr1	35315963	35325350	SMIM12	NM_001164825
chr1	35331037	35395251	DLGAP3	NM_001080418
chr1	35441300	35444307	LOC653160	NR_037869
chr1	35447127	35450948	TMEM35B	NM_001195156
chr1	35451766	35497546	ZMYM6	NM_007167
chr1	35525387	35581459	ZMYM1	NM_001289088
chr1	35641979	35658746	SFPQ	NR_136703
chr1	35734310	35887659	ZMYM4	NM_005095
chr1	35824425	35831678	ZMYM4-AS1	NR_046659
chr1	35899093	36023004	KIAA0319L	NM_024874
chr1	36023393	36032380	NCDN	NM_001014839
chr1	36038915	36060927	TFAP2E	NM_178548
chr1	36065143	36107127	PSMB2	NM_001199779
chr1	36179478	36184485	C1orf216	NM_152374
chr1	36185814	36235579	CLSPN	NM_001330490
chr1	36273237	36323490	AGO4	NR_146062
chr1	36335409	36389899	AGO1	NM_001317123
chr1	36396706	36538100	AGO3	NM_024852
chr1	36549695	36553876	TEKT2	NM_014466
chr1	36554493	36559533	ADPRS	NM_017825
chr1	36560840	36590823	COL8A2	NM_005202
chr1	36602170	36621654	TRAPPC3	NM_001270895
chr1	36621761	36646450	MAP7D1	NM_018067
chr1	36690044	36770957	THRAP3	NM_005119
chr1	36771969	36786948	SH3D21	NM_001162530
chr1	36787631	36789755	EVA1B	NM_018166
chr1	36805229	36851525	STK40	NM_001282547
chr1	36859037	36863509	LSM10	NM_032881
chr1	36883507	36916086	OSCP1	NM_001330493
chr1	36884049	36884179	SNORA63C	NR_145725
chr1	36921319	36929985	MRPS15	NM_031280
chr1	36931644	36948915	CSF3R	NM_156039
chr1	37261128	37500116	GRIK3	NM_000831
chr1	37627164	37627235	MIR4255	NR_036217
chr1	37920480	37940044	LINC01137	NR_038842
chr1	37940181	37949978	ZC3H12A	NM_001323551
chr1	37945831	37945890	MIR6732	NR_106790
chr1	37955561	37980367	MEAF6	NR_073091
chr1	37966536	37966595	MIR5581	NR_049844
chr1	38000050	38019894	SNIP1	NM_024700
chr1	38022541	38032458	DNALI1	NM_003462
chr1	38032413	38061586	GNL2	NM_001323623
chr1	38076951	38100564	RSPO1	NM_001038633
chr1	38147242	38157914	C1orf109	NM_001350767
chr1	38158188	38175391	CDCA8	NM_001256875
chr1	38181648	38230792	EPHA10	NM_001099439
chr1	38259774	38267278	MANEAL	NM_001031740
chr1	38268617	38273880	YRDC	NM_024640
chr1	38273462	38275126	C1orf122	NM_198446
chr1	38275246	38325264	MTF1	NM_005955
chr1	38326369	38412729	INPP5B	NR_158628
chr1	38422652	38455694	SF3A3	NM_006802
chr1	38462442	38471186	FHL3	NM_004468
chr1	38478406	38490492	UTP11	NM_016037
chr1	38509501	38512465	POU3F1	NM_002699
chr1	38554903	38555001	MIR3659	NR_037432
chr1	38674706	38680439	LINC01343	NR_038928
chr1	38940868	38942156	LINC01685	NR_146761
chr1	39303871	39325444	RRAGC	NM_001271851
chr1	39328162	39339050	MYCBP	NR_037632
chr1	39328162	39347298	GJA9-MYCBP	NR_037633
chr1	39339073	39341898	LOC105378663	NR_135048
chr1	39339741	39347259	GJA9	NM_030772
chr1	39351479	39407502	RHBDL2	NM_017821
chr1	39456916	39471737	AKIRIN1	NM_001136275
chr1	39491967	39500308	NDUFS5	NM_001184979
chr1	39549839	39952810	MACF1	NM_012090
chr1	39874745	39882154	KIAA0754	NM_015038
chr1	39957308	39995541	BMP8A	NM_181809
chr1	39980538	39982341	OXCT2P1	NR_132962
chr1	39987952	40025370	PPIEL	NR_003929
chr1	40026490	40042462	PABPC4	NM_001135654
chr1	40030742	40038875	PABPC4-AS1	NR_125979
chr1	40033046	40033182	SNORA55	NR_002983
chr1	40089107	40105315	HEYL	NM_014571
chr1	40124793	40137710	NT5C1A	NM_032526
chr1	40144320	40157157	HPCAL4	NM_001282397
chr1	40204517	40229586	PPIE	NM_203456
chr1	40222854	40254537	BMP8B	NM_001720
chr1	40235195	40237020	OXCT2	NM_022120
chr1	40254648	40255842	LOC101929536	NR_135805
chr1	40303782	40349176	TRIT1	NM_017646
chr1	40361100	40367589	MYCL	NM_001033082
chr1	40420784	40435640	MFSD2A	NM_001287808
chr1	40505737	40538321	CAP1	NM_001350479
chr1	40537133	40562924	PPT1	NM_001142604
chr1	40627059	40706593	RLF	NM_012421
chr1	40713609	40717355	TMCO2	NM_001008740
chr1	40723908	40759852	ZMPSTE24	NM_005857
chr1	40766161	40782958	COL9A2	NM_001852
chr1	40839399	40888994	SMAP2	NM_022733
chr1	40915736	40929387	ZFP69B	NM_001369565
chr1	40942962	40962015	ZFP69	NM_001320179
chr1	40974391	40981722	EXO5	NM_001346955
chr1	40997309	41013838	ZNF684	NM_152373
chr1	41086352	41131354	RIMS3	NM_014747
chr1	41154752	41157933	NFYC-AS1	NR_024567
chr1	41157376	41237275	NFYC	NM_001142588
chr1	41220027	41220118	MIR30E	NR_029846
chr1	41222956	41223044	MIR30C1	NR_029833
chr1	41249459	41306124	KCNQ4	NM_172163
chr1	41326726	41328035	CITED4	NM_133467
chr1	41445368	41478237	CTPS1	NR_125440
chr1	41480262	41509562	SLFNL1-AS1	NR_037868
chr1	41481269	41487427	SLFNL1	NM_001168247
chr1	41492874	41707978	SCMH1	NM_001172218
chr1	41827106	41849262	FOXO6	NM_001291281
chr1	41840676	41841341	FOXO6-AS1	NR_135817
chr1	41944446	41950354	EDN2	NR_126098
chr1	41972036	42384593	HIVEP3	NM_001127714
chr1	42619081	42621491	GUCA2B	NM_007102
chr1	42628361	42630416	GUCA2A	NM_033553
chr1	42642219	42801551	FOXJ3	NM_001198850
chr1	42846463	42889903	RIMKLA	NM_173642
chr1	42896001	42921938	ZMYND12	NM_001146192
chr1	42921778	43122861	CCDC30	NM_001355226
chr1	42922165	42939049	PPCS	NM_001287511
chr1	43124094	43142429	PPIH	NM_001330510
chr1	43148089	43169476	YBX1	NM_004559
chr1	43198764	43205925	CLDN19	NM_001185117
chr1	43212006	43232755	P3H1	NM_001243246
chr1	43232920	43245161	C1orf50	NR_040733
chr1	43242337	43250566	TMEM269-DT	NR_133055
chr1	43250703	43266489	TMEM269	NM_001354602
chr1	43272723	43283068	SVBP	NM_199342
chr1	43282793	43310662	ERMAP	NM_001017922
chr1	43312244	43318146	ZNF691	NM_015911
chr1	43323293	43354463	LOC339539	NR_104171
chr1	43391046	43424539	SLC2A1	NM_006516
chr1	43424720	43449029	SLC2A1-AS1	NR_033967
chr1	43613575	43622067	FAM183A	NM_001101376
chr1	43629845	43638241	EBNA1BP2	NM_001159936
chr1	43637323	43637383	MIR6733	NR_106791
chr1	43638001	43720029	CFAP57	NM_001195831
chr1	43735654	43739673	TMEM125	NM_144626
chr1	43747551	43751252	C1orf210	NM_001164829
chr1	43766653	43788779	TIE1	NM_005424
chr1	43803489	43820136	MPL	NM_005373
chr1	43824652	43828873	CDC20	NM_001255
chr1	43829068	43833745	ELOVL1	NM_001256401
chr1	43830319	43830386	MIR6734	NR_106792
chr1	43849588	43855471	MED8	NM_052877
chr1	43855570	43919918	SZT2	NM_001365999
chr1	43913449	43914315	SZT2-AS1	NR_046744
chr1	43914210	43914282	MIR6735	NR_106793
chr1	43916674	43919660	HYI	NM_001243526
chr1	43991708	44089343	PTPRF	NM_001329138
chr1	44115820	44171189	KDM4A	NM_014663
chr1	44165409	44173012	KDM4A-AS1	NR_033827
chr1	44173168	44396837	ST3GAL3	NM_001270466
chr1	44175076	44193014	LOC101929592	NR_125986
chr1	44304294	44304355	MIR6079	NR_106727
chr1	44398992	44402912	ARTN	NM_057090
chr1	44412622	44433694	IPO13	NM_014652
chr1	44435682	44439041	DPH2	NM_001319166
chr1	44440632	44443967	ATP6V0B	NM_001039457
chr1	44444874	44456843	B4GALT2	NM_003780
chr1	44457268	44462198	CCDC24	NM_001349127
chr1	44462155	44497134	SLC6A9	NM_001328626
chr1	44584493	44600809	KLF17	NM_173484
chr1	44603493	44607303	KLF18	NM_001358438
chr1	44679143	44686345	DMAP1	NM_001034023
chr1	44686742	44820951	ERI3	NM_001301699
chr1	44688267	44709955	ERI3-IT1	NR_110056
chr1	44718016	44718231	SNORA110	NR_132966
chr1	44870832	45117396	RNF220	NM_001319956
chr1	45011165	45011224	MIR5584	NR_049849
chr1	45118919	45140280	TMEM53	NM_001300746
chr1	45136629	45136728	SNORD145	NR_145816
chr1	45140386	45191263	ARMH1	NM_001145636
chr1	45187458	45187573	RNU5F-1	NR_002753
chr1	45196741	45196840	RNU5D-1	NR_002755
chr1	45205509	45233438	KIF2C	NM_001297655
chr1	45227707	45227779	SNORD160	NR_145793
chr1	45241212	45244451	RPS8	NM_001012
chr1	45241537	45241610	SNORD55	NR_000015
chr1	45242164	45242261	SNORD46	NR_000024
chr1	45243514	45243584	SNORD38A	NR_001456
chr1	45244062	45244130	SNORD38B	NR_001457
chr1	45249257	45253842	BEST4	NM_153274
chr1	45266049	45271662	PLK3	NM_004073
chr1	45271582	45272957	TCTEX1D4	NM_001013632
chr1	45274154	45279801	BTBD19	NM_001136537
chr1	45285516	45308616	PTCH2	NM_001166292
chr1	45316194	45452394	EIF2B3	NM_001261418
chr1	45468220	45476996	HECTD3	NM_024602
chr1	45477926	45481247	UROD	NM_000374
chr1	45482071	45672277	ZSWIM5	NM_020883
chr1	45769582	45771291	LINC01144	NR_024270
chr1	45792567	45794351	HPDL	NM_032756
chr1	45794914	45806142	MUTYH	NM_001350650
chr1	45805842	45809645	TOE1	NM_025077
chr1	45809555	45956835	TESK2	NM_007170
chr1	45959538	45965745	CCDC163	NR_152414
chr1	45965972	45979054	MMACHC	NM_015506
chr1	45976707	45988562	PRDX1	NM_001202431
chr1	46016455	46035723	AKR1A1	NM_001202413
chr1	46049660	46084578	NASP	NM_001195193
chr1	46085716	46089726	CCDC17	NM_001190182
chr1	46092976	46152205	GPBP1L1	NM_021639
chr1	46111451	46112357	RPS15AP10	NR_026768
chr1	46153853	46160108	TMEM69	NM_016486
chr1	46159996	46216485	IPP	NM_001145349
chr1	46269279	46501796	MAST2	NM_001324320
chr1	46505812	46640573	PIK3R3	NM_001328648
chr1	46505812	46642160	LOC110117498-PIK3R3	NM_001303427
chr1	46599043	46604752	LOC101929626	NR_125987
chr1	46640759	46651634	TSPAN1	NM_005727
chr1	46641159	46642160	P3R3URF	NM_001328655
chr1	46654353	46685977	POMGNT1	NM_001243766
chr1	46669006	46686928	LURAP1	NM_001013615
chr1	46713360	46744145	RAD54L	NM_001370766
chr1	46744072	46769038	LRRC41	NM_006369
chr1	46769370	46782447	UQCRH	NM_006004
chr1	46805849	46830824	NSUN4	NR_045790
chr1	46859989	46879517	FAAH	NM_001441
chr1	46899499	46911374	FAAHP1	NR_045483
chr1	46912345	46915376	LINC01398	NR_121680
chr1	46955508	46981888	DMBX1	NM_172225
chr1	46997838	47001187	TMEM275	NM_001357063
chr1	47004368	47035927	MKNK1-AS1	NR_038403
chr1	47011310	47017329	KNCN	NM_001322255
chr1	47023079	47069940	MKNK1	NM_003684
chr1	47073387	47082563	MOB3C	NM_201403
chr1	47100711	47134099	ATPAF1	NM_022745
chr1	47137526	47139256	TEX38	NM_001145474
chr1	47139708	47157769	EFCAB14-AS1	NR_038827
chr1	47140831	47184786	EFCAB14	NM_014774
chr1	47264718	47285085	CYP4B1	NM_000779
chr1	47308767	47366147	CYP4Z2P	NR_002788
chr1	47394860	47407148	CYP4A11	NR_134994
chr1	47427036	47516426	CYP4X1	NM_001320289
chr1	47532903	47583990	CYP4Z1	NM_178134
chr1	47603113	47615399	CYP4A22	NM_001010969
chr1	47644922	47646011	LINC00853	NR_047498
chr1	47649254	47655708	PDZK1IP1	NM_005764
chr1	47681962	47698007	TAL1	NM_001290403
chr1	47715811	47779819	STIL	NM_003035
chr1	47799462	47844511	CMPK1	NR_046394
chr1	47846468	47902989	LINC01389	NR_126355
chr1	47881957	47883724	FOXE3	NM_012186
chr1	47897806	47900313	FOXD2-AS1	NR_026878
chr1	47903716	47906363	FOXD2	NM_004474
chr1	48226200	48463057	TRABD2B	NM_001194986
chr1	48567387	48648100	SKINT1L	NR_026749
chr1	48688388	48714310	SLC5A9	NM_001135181
chr1	48761044	48937880	SPATA6	NM_001286239
chr1	48998526	50489626	AGBL4	NM_032785
chr1	49193195	49242641	BEND5	NM_001349793
chr1	49723083	49734966	AGBL4-AS1	NR_125988
chr1	49839873	49937757	AGBL4-IT1	NR_046839
chr1	50513727	50669444	ELAVL4	NM_001324208
chr1	50883222	50889115	DMRTA2	NM_032110
chr1	50902700	51425939	FAF1	NM_007051
chr1	51434367	51440306	CDKN2C	NM_001262
chr1	51525509	51525577	MIR4421	NR_039617
chr1	51525690	51525775	MIR6500	NR_106754
chr1	51567900	51613757	C1orf185	NM_001136508
chr1	51660767	51700768	LINC01562	NR_147076
chr1	51701945	51739119	RNF11	NM_014372
chr1	51752930	51810788	TTC39A	NM_001144832
chr1	51795326	51796953	TTC39A-AS1	NR_123731
chr1	51819935	51984938	EPS15	NM_001981
chr1	52027538	52049403	CALR4P	NR_161259
chr1	52082764	52254891	OSBPL9	NM_148906
chr1	52254866	52344609	NRDC	NM_002525
chr1	52302016	52302074	MIR761	NR_031580
chr1	52373628	52456372	RAB3B	NM_002867
chr1	52485804	52520863	TXNDC12	NM_015913
chr1	52497775	52499482	KTI12	NM_138417
chr1	52516590	52518355	TXNDC12-AS1	NR_126385
chr1	52521857	52556388	BTF3L4	NM_001136497
chr1	52607761	52812358	ZFYVE9	NM_007324
chr1	52816265	52831877	CC2D1B	NM_032449
chr1	52838501	52870143	ORC1	NM_001190819
chr1	52870274	52886507	PRPF38A	NM_032864
chr1	52888948	53018764	TUT4	NM_001009881
chr1	53068043	53074723	GPX7	NM_015696
chr1	53098840	53135339	SHISAL2A	NR_135156
chr1	53150121	53164019	COA7	NM_023077
chr1	53192125	53293008	ZYG11B	NM_024646
chr1	53308432	53360667	ZYG11A	NM_001307931
chr1	53361582	53387446	ECHDC2	NM_001198962
chr1	53392948	53517370	SCP2	NM_001193600
chr1	53527885	53551166	PODN	NM_153703
chr1	53552855	53608310	SLC1A7	NM_001287595
chr1	53662496	53679869	CPT2	NM_001330589
chr1	53679772	53686311	CZIB	NM_001304759
chr1	53692572	53704190	MAGOH	NM_002370
chr1	53704282	53708455	LOC100507564	NR_038953
chr1	53708041	53793742	LRP8	NM_033300
chr1	53793905	53802181	LINC01771	NR_131923
chr1	53904043	53905693	SLC25A3P1	NR_002314
chr1	53925072	53933160	DMRTB1	NM_033067
chr1	53971912	54204837	GLIS1	NM_001367484
chr1	54231156	54303969	NDC1	NR_033142
chr1	54317406	54355470	YIPF1	NR_036640
chr1	54359860	54376759	DIO1	NM_001324316
chr1	54387234	54411981	HSPB11	NM_001316935
chr1	54412023	54433841	LRRC42	NM_052940
chr1	54472971	54483859	LDLRAD1	NM_001276394
chr1	54492354	54519246	TMEM59	NM_001305052
chr1	54519281	54578193	TCEANC2	NR_130900
chr1	54519752	54519827	MIR4781	NR_039942
chr1	54598393	54618854	CDCP2	NM_001353655
chr1	54635331	54665703	CYB5RL	NM_001353353
chr1	54665840	54691162	MRPL37	NM_001330602
chr1	54691105	54872067	SSBP3	NM_018070
chr1	54702116	54704736	SSBP3-AS1	NR_103541
chr1	55013901	55104865	ACOT11	NM_015547
chr1	55074854	55089198	FAM151A	NM_176782
chr1	55107413	55175940	MROH7	NM_001291332
chr1	55107413	55208328	MROH7-TTC4	NR_037639
chr1	55181495	55208328	TTC4	NM_001291333
chr1	55222571	55230196	PARS2	NM_152268
chr1	55245386	55266996	TTC22	NM_001114108
chr1	55271736	55307937	LEXM	NM_001110533
chr1	55315300	55352868	DHCR24	NM_014762
chr1	55446301	55457961	TMEM61	NM_182532
chr1	55464606	55482845	BSND	NM_057176
chr1	55505221	55530525	PCSK9	NM_174936
chr1	55532032	55681037	USP24	NM_015306
chr1	55681081	55683128	LOC100507634	NR_038320
chr1	55683534	55699850	MIR4422HG	NR_146283
chr1	55691314	55691396	MIR4422	NR_039618
chr1	56381282	56410636	LINC01753	NR_147162
chr1	56410760	56415792	LINC01755	NR_147161
chr1	56880635	56881638	LINC01767	NR_147163
chr1	56960433	57045236	PLPP3	NM_003713
chr1	57093464	57110991	LOC101929935	NR_135111
chr1	57110987	57181008	PRKAA2	NM_006252
chr1	57184464	57285077	FYB2	NM_001004303
chr1	57320470	57383896	C8A	NM_000562
chr1	57394883	57431813	C8B	NM_001278543
chr1	57460451	58716175	DAB1	NM_021080
chr1	58326253	58328888	DAB1-AS1	NR_104362
chr1	58946391	59012398	OMA1	NM_145243
chr1	59041105	59042924	TACSTD2	NM_002353
chr1	59120416	59165734	MYSM1	NM_001085487
chr1	59246463	59249719	JUN	NM_002228
chr1	59250823	59365384	LINC01135	NR_034014
chr1	59486148	59553919	LINC01358	NR_110626
chr1	59597608	59612479	HSD52	NR_027120
chr1	59762485	60228399	FGGY	NM_001350796
chr1	60198899	60198968	MIR4711	NR_039861
chr1	60238467	60254501	LOC101926944	NR_110627
chr1	60280621	60341994	HOOK1	NM_015888
chr1	60358980	60392470	CYP2J2	NR_134982
chr1	60456066	60539442	C1orf87	NM_152377
chr1	60981388	61088357	LINC01748	NR_146508
chr1	61125303	61291256	LOC101926964	NR_110628
chr1	61405916	61436448	NFIA-AS2	NR_110617
chr1	61542899	61928460	NFIA	NM_001145511
chr1	61714617	61719190	NFIA-AS1	NR_104180
chr1	62119914	62121800	MGC34796	NR_073400
chr1	62146719	62191095	TM2D1	NR_135160
chr1	62208152	62629621	PATJ	NM_001350145
chr1	62311747	62311848	MIR12132	NR_162146
chr1	62544458	62544531	MIR3116-1	NR_036058
chr1	62544461	62544528	MIR3116-2	NR_036059
chr1	62660521	62678000	L1TD1	NM_001164835
chr1	62701837	62785105	KANK4	NM_001320269
chr1	62901975	62917476	USP1	NM_001017416
chr1	62920397	63154057	DOCK7	NM_001367561
chr1	63063191	63071984	ANGPTL3	NM_014495
chr1	63249803	63331185	ATG4C	NM_032852
chr1	63466168	63478142	LINC01739	NR_146606
chr1	63624754	63782928	LINC00466	NR_038252
chr1	63786555	63790112	FOXD3-AS1	NR_121637
chr1	63788238	63790799	FOXD3	NM_012183
chr1	63792596	63792655	MIR6068	NR_106716
chr1	63833298	63904223	ALG6	NM_013339
chr1	63906441	63988944	ITGB3BP	NR_045147
chr1	63989196	64038364	EFCAB7	NM_032437
chr1	64014651	64016307	DLEU2L	NR_002771
chr1	64059082	64125916	PGM1	NM_002633
chr1	64239688	64647179	ROR1	NM_005012
chr1	64560125	64577888	ROR1-AS1	NR_110666
chr1	64669306	64733050	UBE2U	NR_158769
chr1	64935812	65158736	CACHD1	NM_020925
chr1	65045530	65045604	MIR4794	NR_039957
chr1	65210656	65298914	RAVER2	NM_001366165
chr1	65298912	65533429	JAK1	NM_001321852
chr1	65445260	65468159	LINC01359	NR_119383
chr1	65523438	65523525	MIR3671	NR_037443
chr1	65524117	65524191	MIR101-1	NR_029516
chr1	65613232	65697828	AK4	NM_203464
chr1	65730377	65881552	DNAJC6	NM_001256865
chr1	65886335	66103176	LEPR	NM_002303
chr1	65886351	65901690	LEPROT	NM_017526
chr1	66258193	66840262	PDE4B	NM_001297440
chr1	66508183	66516401	PDE4B-AS1	NR_123718
chr1	66999044	67216822	SGIP1	NM_001376535
chr1	67094123	67094200	MIR3117	NR_036060
chr1	67218142	67244730	TCTEX1D1	NM_152665
chr1	67263424	67266942	INSL5	NM_005478
chr1	67278571	67390539	WDR78	NM_024763
chr1	67390578	67454302	MIER1	NM_001146113
chr1	67465033	67519831	SLC35D1	NM_015139
chr1	67557850	67600653	C1orf141	NR_075077
chr1	67632137	67725650	IL23R	NM_144701
chr1	67773047	67862583	IL12RB2	NM_001559
chr1	67873493	67896085	SERBP1	NM_015640
chr1	68150884	68154017	GADD45A	NM_001199741
chr1	68167158	68299150	GNG12	NM_018841
chr1	68297971	68668670	GNG12-AS1	NR_040077
chr1	68511571	68517314	DIRAS3	NM_004675
chr1	68564142	68698229	WLS	NM_001002292
chr1	68649201	68649293	MIR1262	NR_031664
chr1	68894505	68915637	RPE65	NM_000329
chr1	68939835	68962765	DEPDC1	NM_017779
chr1	68962359	69004310	DEPDC1-AS1	NR_110671
chr1	69521581	69650685	LINC01707	NR_146608
chr1	69898938	69901092	LINC01758	NR_147164
chr1	70033017	70610046	LRRC7	NM_001366839
chr1	70385005	70386000	PIN1P1	NR_023916
chr1	70610488	70671262	LRRC40	NM_017768
chr1	70671379	70718732	SRSF11	NM_001350609
chr1	70724682	70820405	ANKRD13C	NM_030816
chr1	70820494	70833705	HHLA3	NM_001036645
chr1	70876901	70905534	CTH	NM_001190463
chr1	71172136	71252151	LINC01788	NR_125938
chr1	71318041	71513499	PTGER3	NR_028293
chr1	71512189	71532865	ZRANB2-AS1	NR_038420
chr1	71528974	71546718	ZRANB2	NM_203350
chr1	71533314	71533399	MIR186	NR_029707
chr1	71547007	71703406	ZRANB2-AS2	NR_046217
chr1	71861626	72748222	NEGR1	NM_173808
